Identificador,Proceso,Nombre,Descripcion,Tipo de Activo,Categoria,Idioma,Origen,Soporte y medio de registro,Informacion disponible,Información publicada,Custodio,Estado,¿Contiene informacion personal?
SHGF-029,Secretaría de Hacienda y Gestion Financiera,ALL IN ONE HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de Hacienda y Gestion Financiera,Activo,No Aplica
SHGF-030,Secretaría de Hacienda y Gestion Financiera,TECLADO HP,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de Hacienda y Gestion Financiera,Activo,No Aplica
SHGF-031,Secretaría de Hacienda y Gestion Financiera,MOUSE HP,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de Hacienda y Gestion Financiera,Activo,No Aplica
SHGF-032,Secretaría de Hacienda y Gestion Financiera,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de Hacienda y Gestion Financiera,Activo,No Aplica
SHGF-033,Secretaría de Hacienda y Gestion Financiera,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de Hacienda y Gestion Financiera,Activo,No Aplica
SHGF-034,Secretaría de Hacienda y Gestion Financiera,CPU VOSTRO,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,Primario,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de Hacienda y Gestion Financiera,Activo,No Aplica
SHGF-035,Secretaría de Hacienda y Gestion Financiera,TECLADO JANUS,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,Primario,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de Hacienda y Gestion Financiera,Activo,No Aplica
SHGF-036,Secretaría de Hacienda y Gestion Financiera,PANTALLA HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,Primario,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de Hacienda y Gestion Financiera,Activo,No Aplica
SHGF-037,Secretaría de Hacienda y Gestion Financiera,CPU ACER,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,Primario,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de Hacienda y Gestion Financiera,Activo,No Aplica
SHGF-038,Secretaría de Hacienda y Gestion Financiera,PANTALLA DELL,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,Primario,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de Hacienda y Gestion Financiera,Activo,No Aplica
SHGF-039,Secretaría de Hacienda y Gestion Financiera,SOFTWARE UNIVERSO,"Se conoce como software (pronunciación en inglés: /ˈsɔftˌwɛə/),1 logicial o soporte lógico al sistema formal de un sistema informático, que comprende el conjunto de los componentes lógicos necesarios que hace posible la realización de tareas específicas, en contraposición a los componentes físicos que son llamados hardware.",Software,Primario,No Aplica,Externo,Medio electrónico,Disponible,No Aplica,Secretaria de hacienda y gestión financiera,Activo,SI
UAADJ-013,Unidad administrativa de asesoría y defensa jurídica,CPU HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad administrativa de asesoría y defensa jurídica,Activo,No Aplica
SHGF-040,Secretaría de Hacienda y Gestion Financiera,SOFTWARE SYSMAN,"Se conoce como software (pronunciación en inglés: /ˈsɔftˌwɛə/),1 logicial o soporte lógico al sistema formal de un sistema informático, que comprende el conjunto de los componentes lógicos necesarios que hace posible la realización de tareas específicas, en contraposición a los componentes físicos que son llamados hardware.",Software,Primario,No Aplica,Externo,Medio electrónico,Disponible,No Aplica,Secretaria de hacienda y gestión financiera,Activo,SI
SHGF-041,Secretaría de Hacienda y Gestion Financiera,SOFTWARE SINFA,"Se conoce como software (pronunciación en inglés: /ˈsɔftˌwɛə/),1 logicial o soporte lógico al sistema formal de un sistema informático, que comprende el conjunto de los componentes lógicos necesarios que hace posible la realización de tareas específicas, en contraposición a los componentes físicos que son llamados hardware.",Software,Primario,No Aplica,Externo,Medio electrónico,Disponible,No Aplica,Secretaria de hacienda y gestión financiera,Activo,SI
SHGF-042,Secretaría de Hacienda y Gestion Financiera,Soportes contables,Egresos contables,Datos /Información,Primario,Español,Interno,Medio electrónico,Disponible,No publicada,Secretaria de hacienda y gestión financiera,Activo,SI
SHGF-043,Secretaría de Hacienda y Gestion Financiera,Base de Datos /Información de constitucion de obligaciones,Sistema universo para pagos,Datos /Información,Primario,Español,Interno,Medio electrónico,Disponible,Publicada (Externo - Internet),Secretaria de hacienda y gestión financiera,Activo,SI
SHGF-044,Secretaría de Hacienda y Gestion Financiera,Registro presupuestal,Documento donde se encuentran los registros presupuestales del municipio,Datos /Información,Primario,Español,Interno,Medio electrónico,Disponible,No publicada,Secretaria de hacienda y gestión financiera,Activo,SI
SHGF-045,Secretaría de Hacienda y Gestion Financiera,Disponibilidad de presupuesto,Documento donde se encuentran la disponibilidad  presupuestal del municipio,Datos /Información,Primario,Español,Interno,Medio electrónico,Disponible,No publicada,Secretaria de hacienda y gestión financiera,Activo,SI
SHGF-046,Secretaría de Hacienda y Gestion Financiera,Nomina,Certificados de nomina personal de planta,Datos /Información,Primario,Español,Interno,Medio electrónico,Disponible,No publicada,Secretaria de hacienda y gestión financiera,Activo,SI
SHGF-047,Secretaría de Hacienda y Gestion Financiera,Certificados prediales,Certificados de predios,Datos /Información,Primario,Español,Interno,Medio electrónico,Disponible,No publicada,Secretaria de hacienda y gestión financiera,Activo,SI
SHGF-048,Secretaría de Hacienda y Gestion Financiera,Recibos prediales,Recibos prediales,Datos /Información,Primario,Español,Interno,Medio electrónico,Disponible,No publicada,Secretaria de hacienda y gestión financiera,Activo,SI
SHGF-049,Secretaría de Hacienda y Gestion Financiera,Recibos,"Gimnasio, estampilllas, etc.",Datos /Información,Primario,Español,Interno,Medio electrónico,Disponible,No publicada,Secretaria de hacienda y gestión financiera,Activo,SI
SHGF-050,Secretaría de Hacienda y Gestion Financiera,Traslados bancarios,Informes y traslados,Datos /Información,Primario,Español,Interno,Medio electrónico,Disponible,No publicada,Secretaria de hacienda y gestión financiera,Activo,SI
SHGF-051,Secretaría de Hacienda y Gestion Financiera,Oficios,Oficios,Datos /Información,Primario,Español,Interno,Medio electrónico,Disponible,No publicada,Secretaria de hacienda y gestión financiera,Activo,SI
SHGF-052,Secretaría de Hacienda y Gestion Financiera,Acuerdos de pago,Acuerdos de pago,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Secretaria de hacienda y gestión financiera,Activo,SI
SHGF-053,Secretaría de Hacienda y Gestion Financiera,Preescripcion impuesto predial,Preescripcion impuesto predial,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Secretaria de hacienda y gestión financiera,Activo,SI
SHGF-054,Secretaría de Hacienda y Gestion Financiera,Oficios persuasivos,Oficios persuasivos,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,Publicada (Externo - Internet),Secretaria de hacienda y gestión financiera,Activo,SI
SHGF-055,Secretaría de Hacienda y Gestion Financiera,Oficios cobro coactivo,Oficios cobro coactivo,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,Publicada (Externo - Internet),Secretaria de hacienda y gestión financiera,Activo,SI
SHGF-056,Secretaría de Hacienda y Gestion Financiera,Jefe de oficina,Tecnico operativo,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de hacienda y gestión financiera,Activo,No Aplica
SHGF-057,Secretaría de Hacienda y Gestion Financiera,Tecnico operativo,Tecnico operativo,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de hacienda y gestión financiera,Activo,No Aplica
SHGF-058,Secretaría de Hacienda y Gestion Financiera,Secretaria,Solicitudes de conceptos a entidades naciones departamentales,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de hacienda y gestión financiera,Activo,No Aplica
SHGF-059,Secretaría de Hacienda y Gestion Financiera,Profesional administradora industrial,Consultas de conceptos a entidades naciones departamentales,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de hacienda y gestión financiera,Activo,No Aplica
SHGF-060,Secretaría de Hacienda y Gestion Financiera,Secretaria,Oficios,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de hacienda y gestión financiera,Activo,No Aplica
SHGF-061,Secretaría de Hacienda y Gestion Financiera,Tecnico administrativo,Radicados,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de hacienda y gestión financiera,Activo,No Aplica
SHGF-062,Secretaría de Hacienda y Gestion Financiera,Profesional administradora industrial,PQRS,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de hacienda y gestión financiera,Activo,No Aplica
SHGF-063,Secretaría de Hacienda y Gestion Financiera,Auxiliar administrativo,ROUTER TPLINK,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de hacienda y gestión financiera,Activo,No Aplica
SHGF-064,Secretaría de Hacienda y Gestion Financiera,Auxiliar administrativo,Correspondencia,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de hacienda y gestión financiera,Activo,No Aplica
SHGF-065,Secretaría de Hacienda y Gestion Financiera,Apoyo contable,Oficios,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de hacienda y gestión financiera,Activo,No Aplica
SHGF-066,Secretaría de Hacienda y Gestion Financiera,Auxiliar administrativo,Circulares,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de hacienda y gestión financiera,Activo,No Aplica
SHGF-067,Secretaría de Hacienda y Gestion Financiera,Asesora,Resoluciones,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de hacienda y gestión financiera,Activo,No Aplica
SHGF-068,Secretaría de Hacienda y Gestion Financiera,Profesional en contaduría,Actas,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de hacienda y gestión financiera,Activo,No Aplica
SHGF-069,Secretaría de Hacienda y Gestion Financiera,Abogado,oficios,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de hacienda y gestión financiera,Activo,No Aplica
SHGF-070,Secretaría de Hacienda y Gestion Financiera,Abogado,correspondencia,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de hacienda y gestión financiera,Activo,No Aplica
OTGD-001,Oficina de las TIC y Gobierno Digital,ALL IN ONE HP,resoluciones,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
